"AÑO","CODIGOAP","CODIGOPROGRAMA","CODIGOINCISO","CODIGOUNIDADEJECUTORA","ASIGNACION","EJECUCION","PFI","CODIGOTEMA","CODIGOSUBTEMA"
"2013","8","4","25","4","89334921","78539602","Inversión","8","4"
"2013","8","4","25","4","4374160694","4322725005","Personal","8","4"
"2013","8","340","25","4","35753122","35402223","Funcionamiento","8","340"
"2013","8","340","25","4","238281292","238280913","Personal","8","340"
"2014","8","4","25","4","401184783","387570413","Funcionamiento","8","4"
"2014","8","4","25","4","84968493","79228953","Inversión","8","4"
"2014","8","4","25","4","5220074475","5077458702","Personal","8","4"
"2014","8","340","25","4","36055627","36047454","Funcionamiento","8","340"
"2014","8","340","25","4","438775486","438775486","Personal","8","340"
"2015","8","4","25","4","383912345","377684278","Funcionamiento","8","4"
"2015","8","4","25","4","83536066","82584861","Inversión","8","4"
"2015","8","4","25","4","5569259838","5491632924","Personal","8","4"
"2015","8","340","25","4","36028205","35866246","Funcionamiento","8","340"
"2015","8","340","25","4","529873354","529873354","Personal","8","340"
"2016","8","4","25","4","214579","214579","Personal","8","4"
"2016","8","601","25","4","80094940","75791711","Funcionamiento","8","601"
"2016","8","601","25","4","509304224","473496462","Personal","8","601"
"2016","8","604","25","4","230143460","220470393","Funcionamiento","8","604"
"2016","8","604","25","4","2909709725","2864816112","Personal","8","604"
"2016","8","605","25","4","172722525","170020416","Funcionamiento","8","605"
"2016","8","605","25","4","3105051830","3101433515","Personal","8","605"
"2016","8","606","25","4","342100095","339923459","Personal","8","606"
"2016","8","608","25","4","88131566","85171621","Inversión","8","608"
"2017","8","601","25","4","79842051","77504353","Funcionamiento","8","601"
"2017","8","601","25","4","514256044","511574824","Personal","8","601"
"2017","8","604","25","4","240540671","233021632","Funcionamiento","8","604"
"2017","8","604","25","4","3315362072","3284279032","Personal","8","604"
"2017","8","605","25","4","180713846","179063058","Funcionamiento","8","605"
"2017","8","605","25","4","3582338199","3578724806","Personal","8","605"
"2017","8","606","25","4","393999481","391891594","Personal","8","606"
"2017","8","608","25","4","97291383","94213765","Inversión","8","608"
"2018","8","601","25","4","90723633","0","Funcionamiento","8","601"
"2018","8","601","25","4","592964713","0","Personal","8","601"
"2018","8","604","25","4","267046592","0","Funcionamiento","8","604"
"2018","8","604","25","4","3869430508","0","Personal","8","604"
"2018","8","605","25","4","191323519","0","Funcionamiento","8","605"
"2018","8","605","25","4","4009826803","0","Personal","8","605"
"2018","8","606","25","4","440216527","0","Personal","8","606"
"2018","8","608","25","4","104184756","0","Inversión","8","608"
"2019","8","601","25","4","106500825","0","Funcionamiento","8","601"
"2019","8","601","25","4","548842877","0","Personal","8","601"
"2019","8","604","25","4","224836966","0","Funcionamiento","8","604"
"2019","8","604","25","4","3876610749","0","Personal","8","604"
"2019","8","605","25","4","177701610","0","Funcionamiento","8","605"
"2019","8","605","25","4","3979036536","0","Personal","8","605"
"2019","8","606","25","4","446121137","0","Personal","8","606"
"2019","8","608","25","4","97234756","0","Inversión","8","608"
"2011","13","440","29","87","87815663","87805995","Funcionamiento","13","440"
"2012","13","440","29","87","88738398","88670473","Funcionamiento","13","440"
"2012","13","440","29","87","236336","236336","Personal","13","440"
"2013","13","440","29","87","102742263","102573356","Funcionamiento","13","440"
"2013","13","440","29","87","5108020","2293318","Personal","13","440"
"2014","13","440","29","87","151762696","146294204","Funcionamiento","13","440"
"2014","13","440","29","87","21153980","16042743","Personal","13","440"
"2015","13","440","29","87","99429604","98858338","Funcionamiento","13","440"
"2015","13","440","29","87","21805828","20488132","Personal","13","440"
"2016","13","440","29","87","93226277","93151736","Funcionamiento","13","440"
"2016","13","440","29","87","2357671","2357671","Inversión","13","440"
"2016","13","440","29","87","25017417","24663811","Personal","13","440"
"2017","13","440","29","87","87073661","87062336","Funcionamiento","13","440"
"2017","13","440","29","87","10736","10736","Inversión","13","440"
"2017","13","440","29","87","27508522","25582770","Personal","13","440"
"2018","13","440","29","87","118854377","0","Funcionamiento","13","440"
"2018","13","440","29","87","30866349","0","Personal","13","440"
"2019","13","440","29","87","82660936","0","Funcionamiento","13","440"
"2019","13","440","29","87","33297498","0","Personal","13","440"
"2011","11","401","29","68","141000","0","Personal","11","401"
"2011","13","440","29","68","3656894796","3656191822","Funcionamiento","13","440"
"2011","13","440","29","68","742055983","650423315","Inversión","13","440"
"2011","13","440","29","68","695934867","662284524","Personal","13","440"
"2012","13","440","29","68","3625366767","3624918426","Funcionamiento","13","440"
"2012","13","440","29","68","739810263","729692941","Inversión","13","440"
"2012","13","440","29","68","774586879","771652441","Personal","13","440"
"2013","13","440","29","68","3704937527","3695851706","Funcionamiento","13","440"
"2013","13","440","29","68","739055983","736679523","Inversión","13","440"
"2013","13","440","29","68","969912994","872215328","Personal","13","440"
"2014","13","440","29","68","4001574418","3972488029","Funcionamiento","13","440"
"2014","13","440","29","68","921545018","912573945","Inversión","13","440"
"2014","13","440","29","68","914912150","851767314","Personal","13","440"
"2015","11","401","29","68","108260","0","Personal","11","401"
"2015","13","440","29","68","4487126490","4479658398","Funcionamiento","13","440"
"2015","13","440","29","68","764358983","762047652","Inversión","13","440"
"2015","13","440","29","68","865692639","851411593","Personal","13","440"
"2016","13","440","29","68","4453169717","4447371400","Funcionamiento","13","440"
"2016","13","440","29","68","167894985","167118163","Inversión","13","440"
"2016","13","440","29","68","2154823905","943588391","Personal","13","440"
"2016","14","461","29","68","16416000","0","Personal","14","461"
"2017","11","401","29","68","110827929","110822058","Funcionamiento","11","401"
"2017","13","440","29","68","4511172935","4509163548","Funcionamiento","13","440"
"2017","13","440","29","68","158322206","157458793","Inversión","13","440"
"2017","13","440","29","68","2245836650","1052366075","Personal","13","440"
"2017","13","442","29","68","824284","0","Funcionamiento","13","442"
"2017","14","461","29","68","745696","0","Personal","14","461"
"2018","11","401","29","68","226248336","0","Funcionamiento","11","401"
"2018","13","440","29","68","4455446484","0","Funcionamiento","13","440"
"2018","13","440","29","68","278434852","0","Inversión","13","440"
"2018","13","440","29","68","2147279095","0","Personal","13","440"
"2018","13","442","29","68","541204","0","Funcionamiento","13","442"
"2019","11","401","29","68","102732122","0","Funcionamiento","11","401"
"2019","13","440","29","68","4233169304","0","Funcionamiento","13","440"
"2019","13","440","29","68","130599915","0","Inversión","13","440"
"2019","13","440","29","68","2267363981","0","Personal","13","440"
"2019","13","442","29","68","5110588002","0","Funcionamiento","13","442"
"2019","13","442","29","68","618168190","0","Inversión","13","442"
"2011","13","440","29","105","19110822","18901613","Funcionamiento","13","440"
"2011","13","440","29","105","47386124","47204412","Personal","13","440"
"2012","13","440","29","105","22862686","22862686","Funcionamiento","13","440"
"2012","13","440","29","105","98600665","98457515","Personal","13","440"
"2013","13","440","29","105","34016303","34016303","Funcionamiento","13","440"
"2013","13","440","29","105","153146508","148275317","Personal","13","440"
"2014","13","440","29","105","51074926","51074926","Funcionamiento","13","440"
"2014","13","440","29","105","202436524","187812242","Personal","13","440"
"2015","13","440","29","105","63944052","63943161","Funcionamiento","13","440"
"2015","13","440","29","105","255967457","251321667","Personal","13","440"
"2016","13","440","29","105","74317434","74317434","Funcionamiento","13","440"
"2016","13","440","29","105","208860","208860","Inversión","13","440"
"2016","13","440","29","105","310556855","303685500","Personal","13","440"
"2017","13","440","29","105","81604402","81493727","Funcionamiento","13","440"
"2017","13","440","29","105","471817","471817","Inversión","13","440"
"2017","13","440","29","105","352244296","349077351","Personal","13","440"
"2018","13","440","29","105","89231058","0","Funcionamiento","13","440"
"2018","13","440","29","105","3566685","0","Inversión","13","440"
"2018","13","440","29","105","385104311","0","Personal","13","440"
"2019","13","440","29","105","42825776","0","Funcionamiento","13","440"
"2019","13","440","29","105","338828202","0","Personal","13","440"
"2011","13","440","29","903","594965880","594058627","Funcionamiento","13","440"
"2011","13","440","29","903","630156494","626805433","Personal","13","440"
"2011","13","442","29","903","250000","250000","Funcionamiento","13","442"
"2012","13","440","29","903","693184713","691813340","Funcionamiento","13","440"
"2012","13","440","29","903","751155720","748451584","Personal","13","440"
"2012","13","442","29","903","300000","300000","Funcionamiento","13","442"
"2013","13","440","29","903","823052312","820996363","Funcionamiento","13","440"
"2013","13","440","29","903","913687989","866922479","Personal","13","440"
"2013","13","442","29","903","118017","38442","Funcionamiento","13","442"
"2014","13","440","29","903","904617687","902228482","Funcionamiento","13","440"
"2014","13","440","29","903","1060393018","983591541","Personal","13","440"
"2015","13","440","29","903","1067193528","1065133155","Funcionamiento","13","440"
"2015","13","440","29","903","1181164623","1138891055","Personal","13","440"
"2016","13","440","29","903","1068396401","1068156268","Funcionamiento","13","440"
"2016","13","440","29","903","51349971","51336984","Inversión","13","440"
"2016","13","440","29","903","1222368558","1185523903","Personal","13","440"
"2017","13","440","29","903","1156482730","1155294774","Funcionamiento","13","440"
"2017","13","440","29","903","63892744","63892744","Inversión","13","440"
"2017","13","440","29","903","1367249305","1325826476","Personal","13","440"
"2018","13","440","29","903","1224507921","0","Funcionamiento","13","440"
"2018","13","440","29","903","20709047","0","Inversión","13","440"
"2018","13","440","29","903","1444295921","0","Personal","13","440"
"2018","13","442","29","903","995876","0","Funcionamiento","13","442"
"2019","13","440","29","903","457831111","0","Funcionamiento","13","440"
"2019","13","440","29","903","2037902","0","Inversión","13","440"
"2019","13","440","29","903","1442177485","0","Personal","13","440"
"2011","13","440","29","902","1718447120","1714862791","Funcionamiento","13","440"
"2011","13","440","29","902","2200818188","2197820254","Personal","13","440"
"2011","13","442","29","902","7821420","7772947","Funcionamiento","13","442"
"2012","13","440","29","902","2060723718","2055889414","Funcionamiento","13","440"
"2012","13","440","29","902","2515166900","2507903590","Personal","13","440"
"2012","13","442","29","902","7128493","7128493","Funcionamiento","13","442"
"2013","13","440","29","902","2452876500","2442692288","Funcionamiento","13","440"
"2013","13","440","29","902","2839763454","2761728386","Personal","13","440"
"2013","13","442","29","902","2734523","2716945","Funcionamiento","13","442"
"2014","13","440","29","902","2816878849","2799305063","Funcionamiento","13","440"
"2014","13","440","29","902","3244724607","3047860454","Personal","13","440"
"2014","13","442","29","902","1990945","1990945","Funcionamiento","13","442"
"2015","13","440","29","902","3234708056","3221351273","Funcionamiento","13","440"
"2015","13","440","29","902","3544678041","3467711612","Personal","13","440"
"2015","13","442","29","902","2016170","2016170","Funcionamiento","13","442"
"2016","13","440","29","902","3448705766","3446630393","Funcionamiento","13","440"
"2016","13","440","29","902","341764089","341764087","Inversión","13","440"
"2016","13","440","29","902","3817110246","3733514613","Personal","13","440"
"2017","13","440","29","902","3865614999","3861934053","Funcionamiento","13","440"
"2017","13","440","29","902","326577128","326577128","Inversión","13","440"
"2017","13","440","29","902","4244701495","4199409781","Personal","13","440"
"2018","13","440","29","902","4049287630","0","Funcionamiento","13","440"
"2018","13","440","29","902","304754399","0","Inversión","13","440"
"2018","13","440","29","902","4713666840","0","Personal","13","440"
